covidence	author	year	country	location	latitude	longitude	climate	Experiment_T	mat..C.	map..mm.	season_exposure	day_exposure	soil	type	ph	om	om_units	oc	oc_units	texture	clay	clay_units	sand	sand_units	ec..dsm.1.	ec_units	cec	cec_units	N	N_units	N_types	P	P_units	P_types	as_s	cd_s	cu_s	pb_s	zn_s	se_s	ni_s	co_s	mn_s	cr_s	hg_s	units_s	n_s	fraction_s	Bioavailable	sp	name	cultivar	p_density..ind..m2.or.pots.	ba_total	ba_stem	ba_leaf	br	units_b	as_ba	cd_ba	cu_ba	pb_ba	zn_ba	se_ba	ni_ba	co_ba	mn_ba	cr_ba	hg_ba	units_te_ba	n_te_ba	organs_ba	as_br	cd_br	cu_br	pb_br	zn_br	se_br	ni_br	co_br	mn_br	cr_br	hg_br	units_te_br	n_te_br	organs_br	as_ba.1	cd_ba.1	cu_ba.1	pb_ba.1	zn_ba.1	se_ba.1	ni_ba.1	co_ba.1	mn_ba.1	cr_ba.1	hg_ba.1	units_te_ba.1	n_te_ba.1	organs_ba.1	as_ba.2	cd_ba.2	cu_ba.2	pb_ba.2	zn_ba.2	se_ba.2	ni_ba.2	co_ba.2	mn_ba.2	cr_ba.2	hg_ba.2	units_te_ba.2	n_te_ba.2	organs_ba.2	comments	AccSpeciesName_cor
671	Korzeniowska	2019	Poland	Poznan	NA	NA	NA	NA	NA	NA	2	NA	Ni1	Luvisol	5.6	NA	NA	0.8	%	Coarse texture	7.5	%	85	%	NA	NA	NA	NA	NA	NA	NA	85	mg kg-1	Egner	NA	NA	NA	NA	NA	NA	45.5	NA	NA	NA	NA	mg kg-1	4	total	NA	NA	Phalaris arundinacea	NA	6 g of seed/plot	1394	NA	NA	821	g m-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.9	NA	NA	NA	NA	mg kg-1	4	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.7	NA	NA	NA	NA	mg kg-1	4	shoots	NA	Phalaris arundinacea
671	Korzeniowska	2019	Poland	Poznan	NA	NA	NA	NA	NA	NA	2	NA	Ni2	Luvisol	5.6	NA	NA	0.8	%	Coarse texture	7.5	%	85	%	NA	NA	NA	NA	NA	NA	NA	85	mg kg-1	Egner	NA	NA	NA	NA	NA	NA	86.6	NA	NA	NA	NA	mg kg-1	4	total	NA	NA	Phalaris arundinacea	NA	6 g of seed/plot	1295	NA	NA	697	g m-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.5	NA	NA	NA	NA	mg kg-1	4	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2	NA	NA	NA	NA	mg kg-1	4	shoots	NA	Phalaris arundinacea
671	Korzeniowska	2019	Poland	Poznan	NA	NA	NA	NA	NA	NA	2	NA	Ni3	Luvisol	5.6	NA	NA	0.8	%	Coarse texture	7.5	%	85	%	NA	NA	NA	NA	NA	NA	NA	85	mg kg-1	Egner	NA	NA	NA	NA	NA	NA	181	NA	NA	NA	NA	mg kg-1	4	total	NA	NA	Phalaris arundinacea	NA	6 g of seed/plot	1048	NA	NA	595	g m-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133	NA	NA	NA	NA	mg kg-1	4	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.6	NA	NA	NA	NA	mg kg-1	4	shoots	NA	Phalaris arundinacea
671	Korzeniowska	2019	Poland	Poznan	NA	NA	NA	NA	NA	NA	2	NA	Ni1	Luvisol	5.6	NA	NA	0.8	%	Coarse texture	7.5	%	85	%	NA	NA	NA	NA	NA	NA	NA	85	mg kg-1	Egner	NA	NA	NA	NA	NA	NA	50.1	NA	NA	NA	NA	mg kg-1	4	total	NA	NA	Salix viminalis	NA	5 plants/plot of 1 m2	2918	NA	NA	438	g m-2	NA	NA	NA	NA	NA	NA	5.6	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	10.1	NA	NA	NA	NA	mg kg-1	4	roots	NA	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
671	Korzeniowska	2019	Poland	Poznan	NA	NA	NA	NA	NA	NA	2	NA	Ni2	Luvisol	5.6	NA	NA	0.8	%	Coarse texture	7.5	%	85	%	NA	NA	NA	NA	NA	NA	NA	85	mg kg-1	Egner	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	mg kg-1	4	total	NA	NA	Salix viminalis	NA	5 plants/plot of 1 m2	3100	NA	NA	440	g m-2	NA	NA	NA	NA	NA	NA	7.4	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	11.6	NA	NA	NA	NA	mg kg-1	4	roots	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
671	Korzeniowska	2019	Poland	Poznan	NA	NA	NA	NA	NA	NA	2	NA	Ni3	Luvisol	5.6	NA	NA	0.8	%	Coarse texture	7.5	%	85	%	NA	NA	NA	NA	NA	NA	NA	85	mg kg-1	Egner	NA	NA	NA	NA	NA	NA	185	NA	NA	NA	NA	mg kg-1	4	total	NA	NA	Salix viminalis	NA	5 plants/plot of 1 m2	1960	NA	NA	400	g m-2	NA	NA	NA	NA	NA	NA	10.4	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	26.6	NA	NA	NA	NA	mg kg-1	4	roots	NA	NA	NA	NA	NA	NA	4.1	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	S1	(Salix schwerinii x Salix viminalis) x Salix viminalis	NA	1 plant/0,325m2	38.77	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.96	NA	28.83	506.26	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not coppiced	(Salix schwerinii x Salix viminalis) x Salix viminalis
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	S2	Salix smithiana	NA	1 plant/0,325m2	132.43	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.4	NA	24.53	342.62	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not coppiced	Salix smithiana
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	P1	Populus maximowiczii x Populus nigra	NA	1 plant/0,325m2	196.9	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.6	NA	30.09	206.83	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not coppiced	Populus maximowiczii x Populus nigra
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	P2	Populus nigra	NA	1 plant/0,325m2	101.97	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.33	NA	19.48	158.29	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not coppiced	Populus nigra
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	S1	(Salix schwerinii x Salix viminalis) x Salix viminalis	NA	1 plant/0,325m2	1361.23	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.47	NA	16.39	285.64	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	coppiced	(Salix schwerinii x Salix viminalis) x Salix viminalis
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	S2	Salix smithiana	NA	1 plant/0,325m2	3843.2	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.19	NA	16.39	267.52	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	coppiced	Salix smithiana
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	P1	Populus maximowiczii x Populus nigra	NA	1 plant/0,325m2	4171.81	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.65	NA	17.94	148.66	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	coppiced	Populus maximowiczii x Populus nigra
83	Kubatova	2018	Czech Republic	Pribram	49 42'24''N	13 58'32''E	NA	NA	6.5	700	4	NA	NA	Cambisol	5.66	NA	NA	4.1	%	NA	NA	NA	NA	NA	NA	NA	16.6	cmolc kg-1	NA	NA	NA	14	mg kg-1	Mehlich iii	NA	7.3	NA	1370	218	NA	NA	NA	NA	NA	NA	mg kg-1	50	Pseudo-total (aqua regia soluble)	Plant-available	P2	Populus nigra	NA	1 plant/0,325m2	792.77	NA	NA	NA	g/plant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.55	NA	16.47	126.95	NA	NA	NA	NA	NA	NA	mg kg-1	8	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	coppiced	Populus nigra
1645	Laidlaw	2012	Australia	Werribee	37 59'32" S	144 36'58" E	NA	NA	NA	NA	1	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	mS cm-1	NA	NA	5700	mg kg-1	total	2829	mg kg-1	total	11	1	49	6	240	NA	36	NA	NA	117	NA	mg kg-1	NA	total	all fractions available	NA	Salix caprea	NA	40000 plant ha-1	NA	14.99999716	0.304259644	NA	 t ha-1 yr-1	NA	5.6	4.6	NA	1305	NA	4.3	NA	NA	1.4	NA	mg kg-1	3	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	3.8	NA	204	NA	1.1	NA	NA	0.7	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix caprea
1645	Laidlaw	2012	Australia	Werribee	37 59'32" S	144 36'58" E	NA	NA	NA	NA	1	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	mS cm-1	NA	NA	5700	mg kg-1	total	2829	mg kg-1	total	11	1	49	6	240	NA	36	NA	NA	117	NA	mg kg-1	NA	total	all fractions available	NA	Salix gmelinii	x calodendron Balana	40000 plant ha-1	NA	19.09937746	0.588234693	NA	 t ha-1 yr-1	NA	5.3	4.6	NA	1484	NA	3.8	NA	NA	0.9	NA	mg kg-1	3	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	4.4	NA	250	NA	1.5	NA	NA	0.9	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1645	Laidlaw	2012	Australia	Werribee	37 59'32" S	144 36'58" E	NA	NA	NA	NA	1	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	mS cm-1	NA	NA	5700	mg kg-1	total	2829	mg kg-1	total	11	1	49	6	240	NA	36	NA	NA	117	NA	mg kg-1	NA	total	all fractions available	NA	Salix gmelinii	x calodendron Hybrida	40000 plant ha-1	NA	14.06832156	2.494929083	NA	 t ha-1 yr-1	NA	3.8	6	NA	957	NA	2.8	NA	NA	0.9	NA	mg kg-1	3	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	3.5	NA	247	NA	1.6	NA	NA	1.1	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
1645	Laidlaw	2012	Australia	Werribee	37 59'32" S	144 36'58" E	NA	NA	NA	NA	1	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	mS cm-1	NA	NA	5700	mg kg-1	total	2829	mg kg-1	total	11	1	49	6	240	NA	36	NA	NA	117	NA	mg kg-1	NA	total	all fractions available	NA	Salix chilensis	NA	40000 plant ha-1	NA	2.888193071	0.953346266	NA	 t ha-1 yr-1	NA	1.8	7.9	NA	404	NA	4.9	NA	NA	1.1	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	7.8	NA	46	NA	4.3	NA	NA	5.7	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix chilensis
1645	Laidlaw	2012	Australia	Werribee	37 59'32" S	144 36'58" E	NA	NA	NA	NA	1	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	mS cm-1	NA	NA	5700	mg kg-1	total	2829	mg kg-1	total	11	1	49	6	240	NA	36	NA	NA	117	NA	mg kg-1	NA	total	all fractions available	NA	Salix matsudana	NA	40000 plant ha-1	NA	20.86956237	5.456389002	NA	 t ha-1 yr-1	NA	1.5	5.9	NA	381	NA	2.2	NA	NA	0.4	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	4.9	NA	94	NA	0.9	NA	NA	1.2	NA	mg kg-1	5	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix matsudana
1645	Laidlaw	2012	Australia	Werribee	37 59'32" S	144 36'58" E	NA	NA	NA	NA	1	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	mS cm-1	NA	NA	5700	mg kg-1	total	2829	mg kg-1	total	11	1	49	6	240	NA	36	NA	NA	117	NA	mg kg-1	NA	total	all fractions available	NA	Salix reichardtii	x reichardtii	40000 plant ha-1	NA	15.18633398	2.068965581	NA	 t ha-1 yr-1	NA	2.6	5.3	NA	323	NA	2.9	NA	NA	0.6	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	2.9	NA	82	NA	1.8	NA	NA	1.2	NA	mg kg-1	5	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix reichardtii
1645	Laidlaw	2012	Australia	Werribee	37 59'32" S	144 36'58" E	NA	NA	NA	NA	1	NA	NA	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	mS cm-1	NA	NA	5700	mg kg-1	total	2829	mg kg-1	total	11	1	49	6	240	NA	36	NA	NA	117	NA	mg kg-1	NA	total	all fractions available	NA	Salix viminalis	NA	40000 plant ha-1	NA	10.90062112	2.860040656	NA	 t ha-1 yr-1	NA	2.7	4.9	NA	707	NA	3	NA	NA	0.9	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	4.3	NA	190	NA	1.5	NA	NA	1.5	NA	mg kg-1	5	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.7	96	203	421	NA	185	27.9	NA	195	NA	mg kg-1	32	total	Bioavailable (DTPA)	P1	Populus deltoides	subsp. monilifera (x canadensis)	10000 trees/ha	2587	NA	NA	NA	kg/ha	NA	NA	13.4	5	89	NA	6.25	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	12.05	13.75	127	NA	8.95	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	10.85	8.75	168	NA	NA	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Populus deltoides
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.7	96	203	421	NA	185	27.9	NA	195	NA	mg kg-1	32	total	Bioavailable (DTPA)	P2	Populus deltoides	NA	10000 trees/ha	1643	NA	NA	NA	kg/ha	NA	NA	10.5	NA	490	NA	5.25	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	7.65	14.35	65	NA	10.1	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	8.7	7.75	157	NA	NA	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Populus deltoides
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.7	96	203	421	NA	185	27.9	NA	195	NA	mg kg-1	32	total	Bioavailable (DTPA)	P3	Populus alba	NA	10000 trees/ha	1606	NA	NA	NA	kg/ha	NA	NA	11.9	25.1	1003	NA	4.4	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	13.15	12.85	157	NA	7.6	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	8.4	8.5	259	NA	NA	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Populus alba
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.6	92	227	396	NA	186	27.7	NA	191	NA	mg kg-1	32	total	Bioavailable (DTPA)	S1	Salix alba	NA	10000 trees/ha	2641	NA	NA	NA	kg/ha	NA	NA	11.15	9	610	NA	6.4	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	11.95	14.4	112	NA	11.6	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	10.4	7.85	270	NA	NA	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix alba
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.6	92	227	396	NA	186	27.7	NA	191	NA	mg kg-1	32	total	Bioavailable (DTPA)	S2	Salix viminalis	NA	10000 trees/ha	1440	NA	NA	NA	kg/ha	NA	NA	15.5	8.4	897	NA	8.4	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	9.65	9.75	168	NA	8.15	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	9.45	7.35	380.6	NA	NA	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.6	92	227	396	NA	186	27.7	NA	191	NA	mg kg-1	32	total	Bioavailable (DTPA)	S3	Salix babylonica	NA	10000 trees/ha	2671	NA	NA	NA	kg/ha	NA	NA	13.05	5.55	413	NA	9	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	20.7	15.6	141	NA	12.55	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	10.8	NA	302	NA	3.9	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix babylonica
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.6	81	193	442	NA	186	28.1	NA	206	NA	mg kg-1	32	total	Bioavailable (DTPA)	R1	Robinia pseudoacacia	NA	10000 trees/ha	4922	NA	NA	NA	kg/ha	NA	NA	5.65	NA	39.9	NA	NA	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	18.7	16.75	30.6	NA	12.7	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	8.95	7.05	31.5	NA	3.1	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Robinia pseudoacacia
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.6	81	193	442	NA	186	28.1	NA	206	NA	mg kg-1	32	total	Bioavailable (DTPA)	R2	Robinia pseudoacacia	NA	10000 trees/ha	3290	NA	NA	NA	kg/ha	NA	NA	5	NA	38.1	NA	2.65	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	12.9	19.6	44	NA	18.3	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	7.45	5.75	35	NA	NA	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Robinia pseudoacacia
2140	Padoan	2020	Italy	Turin	45 03' N	7 40' E	humid subtropical	NA	NA	800	2	NA	NA	NA	8.4	NA	NA	1.93	%	NA	5.6	%	65.3	%	NA	NA	5.2	cmolc kg-1	1100	mg kg-1	total	13.1	mg kg-1	P olsen	NA	1.6	81	193	442	NA	186	28.1	NA	206	NA	mg kg-1	32	total	Bioavailable (DTPA)	R3	Robinia pseudoacacia	NA	10000 trees/ha	4153	NA	NA	NA	kg/ha	NA	NA	7	NA	40.5	NA	3.1	NA	NA	NA	NA	mg kg-1	NA	leaves	NA	NA	11.95	14.9	32	NA	9.35	NA	NA	NA	NA	mg kg-1	NA	roots	NA	NA	7.7	7.1	31	NA	NA	NA	NA	NA	NA	mg kg-1	NA	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Robinia pseudoacacia
253	Sylvain	2016	France	La petite faye	46 08'37" N	01 34'23" E	NA	20	NA	NA	NA	45	T	Technosol	6.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1593	NA	NA	210.6	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	total	water soluble (soil pore water)	NA	Salix viminalis	NA	NA	NA	0.010304421	0.062763454	0.010280382	g	110.6557488	NA	NA	3.493975904	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	2320.225179	NA	NA	108.1081081	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	roots	229.5082072	NA	NA	2.530120482	NA	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
